,0,1,2,3,4,5,6,7,8,9
19,..((.((.((((..(((((((.((.......)).)).))..........))).)))).)))).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.7272727272727273,0.2857142857142857,0.14285714285714285,0,0.9827586206896552,
20,..((.((.(.((..((((((((((.......))))).))..........))).)).).)))).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.2727272727272727,0.2857142857142857,0.14285714285714285,0,1.0,
21,..((.(..(((...((((((((((.......))))).))..........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-7,-59,1,0.19047619047619047,0.35,0.25,1,0.0,<-- taken
22,..((.((.(((...(((((((((.........)))).))..........)))..))).)))).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.47619047619047616,0.25,0.25,1,0.0,
23,..((.((.((....((((((((((.......))))).))..........)))...)).)))).(((.((((((..((((.....))))..))))))))).,-11,-55,1,0.047619047619047616,0.25,0.25,1,0.07142857142857142,
24,..((.((.(((...((((((((((.......))))).))..........)))..))).))))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.6190476190476191,0.05,0.25,1,0.07142857142857142,
25,..((.((.(((...(((((.((((.......))))..))..........)))..))).)))).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.2857142857142857,0.35,0.25,1,0.17857142857142858,
26,..((.((.(((....(((((((((.......))))).))..........))...))).)))).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.047619047619047616,0.2,0.25,1,0.3214285714285714,
27,..((.((.(((...((((.(((((.......)))))..)..........)))..))).)))).(((.((((((..((((.....))))..))))))))).,-19,-38,1,0.23809523809523808,0.25,0.25,1,0.3392857142857143,
28,..((.((..((...((((((((((.......))))).))..........)))..))..)))).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.14285714285714285,0.25,0.25,1,0.3571428571428572,
29,...(.((.(((...((((((((((.......))))).))..........)))..))).)))..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.3333333333333333,0.2,0.25,1,0.3928571428571429,
30,..((.((.(((...((((((((((.......))))).))..(......))))..))).)))).(((.((((((..((((.....))))..))))))))).,42,49,1,0.5238095238095238,0.1,0.25,0,0.4107142857142857,
31,..((..(.(((...((((((((((.......))))).))..........)))..))).).)).(((.((((((..((((.....))))..))))))))).,-6,-60,1,0.23809523809523808,0.3,0.25,1,0.4285714285714286,
32,..(..((.(((...((((((((((.......))))).))..........)))..))).)).).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.2857142857142857,0.2,0.25,1,0.5,
33,..((.((.(((...((.(((((((.......))))).))...........))..))).)))).(((.((((((..((((.....))))..))))))))).,-17,-50,1,0.14285714285714285,0.15,0.25,1,0.5,
34,..((.((.(((...(((.((((((.......))))).)...........)))..))).)))).(((.((((((..((((.....))))..))))))))).,-18,-39,1,0.19047619047619047,0.2,0.25,1,0.5,
35,..((.((.(((...((((((((.(.......).))).))..........)))..))).)))).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.42857142857142855,0.25,0.25,0,0.5535714285714286,
36,..((.((.(((...((((((((((.......))))).))...(....).)))..))).)))).(((.((((((..((((.....))))..))))))))).,43,48,1,0.5714285714285714,0.1,0.25,0,0.5714285714285714,
37,..((.((.(((...(.((((((((.......))))).))..........).)..))).)))).(((.((((((..((((.....))))..))))))))).,-16,-51,1,0.09523809523809523,0.15,0.25,0,0.6964285714285714,
38,..((.((.(((...((((((.(((.......))).).))..........)))..))).)))).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.3333333333333333,0.35,0.25,0,0.875,
39,..((.((.(((...(((((((.((.......)).)).))..........)))..))).)))).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.38095238095238093,0.3,0.25,0,0.9821428571428572,
40,..((.((.(.(...((((((((((.......))))).))..........)))..).).)))).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.09523809523809523,0.25,0.25,0,1.0,
41,..((....(((...((((((((((.......))))).))..........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-6,-60,1,0.05,0.2631578947368421,0.3157894736842105,0,0.0,<-- taken
42,..((.(..(((...(((((((((.........)))).))..........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.65,0.2631578947368421,0.3157894736842105,1,0.13846153846153847,
43,..((.(..((....((((((((((.......))))).))..........)))...))..))).(((.((((((..((((.....))))..))))))))).,-11,-55,1,0.15,0.21052631578947367,0.3157894736842105,1,0.2,
44,..((.(..(((...((((((((((.......))))).))..........)))..)))..)))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.8,0.05263157894736842,0.3157894736842105,1,0.2,
45,..((.(..(((...(((((.((((.......))))..))..........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.45,0.3684210526315789,0.3157894736842105,1,0.2923076923076923,
46,..((.(..(((....(((((((((.......))))).))..........))...)))..))).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.2,0.21052631578947367,0.3157894736842105,1,0.4153846153846154,
47,..((.(..(((...((((.(((((.......)))))..)..........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-19,-38,1,0.4,0.2631578947368421,0.3157894736842105,1,0.4307692307692308,
48,...(.(..(((...((((((((((.......))))).))..........)))..)))..))..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.15,0.15789473684210525,0.3157894736842105,1,0.4769230769230769,
49,..((.(..(((...((((((((((.......))))).))..(......))))..)))..))).(((.((((((..((((.....))))..))))))))).,42,49,1,0.7,0.10526315789473684,0.3157894736842105,0,0.49230769230769234,
50,..(..(..(((...((((((((((.......))))).))..........)))..)))..).).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.1,0.15789473684210525,0.3157894736842105,1,0.5692307692307692,
51,..((.(..(((...((.(((((((.......))))).))...........))..)))..))).(((.((((((..((((.....))))..))))))))).,-17,-50,1,0.3,0.15789473684210525,0.3157894736842105,1,0.5692307692307692,
52,..((.(..(((...(((.((((((.......))))).)...........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-18,-39,1,0.35,0.21052631578947367,0.3157894736842105,1,0.5692307692307692,
53,..((.(..(((...((((((((.(.......).))).))..........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.6,0.2631578947368421,0.3157894736842105,0,0.6153846153846154,
54,..((.(..(((...((((((((((.......))))).))...(....).)))..)))..))).(((.((((((..((((.....))))..))))))))).,43,48,1,0.75,0.10526315789473684,0.3157894736842105,0,0.6307692307692307,
55,..((.(..(((...(.((((((((.......))))).))..........).)..)))..))).(((.((((((..((((.....))))..))))))))).,-16,-51,1,0.25,0.15789473684210525,0.3157894736842105,0,0.7384615384615385,
56,..((.(...((...((((((((((.......))))).))..........)))..))...))).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.05,0.21052631578947367,0.3157894736842105,1,0.7692307692307693,
57,..((.(..(((...((((((.(((.......))).).))..........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.5,0.3684210526315789,0.3157894736842105,0,0.8923076923076924,
58,..((.(..(((...(((((((.((.......)).)).))..........)))..)))..))).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.55,0.3157894736842105,0.3157894736842105,0,0.9846153846153846,
59,..((.(..(.(...((((((((((.......))))).))..........)))..).)..))).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.1,0.21052631578947367,0.3157894736842105,0,0.9999999999999999,
60,..((....(((...(((((((((.........)))).))..........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.6842105263157895,0.2777777777777778,0.2222222222222222,1,0.0,
61,..((....((....((((((((((.......))))).))..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-11,-55,1,0.15789473684210525,0.2222222222222222,0.2222222222222222,1,0.07142857142857142,<-- taken
62,..((....(((...((((((((((.......))))).))..........)))..)))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.8421052631578947,0.05555555555555555,0.2222222222222222,1,0.07142857142857142,
63,..((....(((...(((((.((((.......))))..))..........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.47368421052631576,0.3888888888888889,0.2222222222222222,1,0.17857142857142858,
64,..((....(((....(((((((((.......))))).))..........))...)))...)).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.21052631578947367,0.2222222222222222,0.2222222222222222,1,0.3214285714285714,
65,..((....(((...((((.(((((.......)))))..)..........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-19,-38,1,0.42105263157894735,0.2777777777777778,0.2222222222222222,1,0.3392857142857143,
66,...(....(((...((((((((((.......))))).))..........)))..)))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.10526315789473684,0.1111111111111111,0.2222222222222222,1,0.3928571428571429,
67,..((....(((...((((((((((.......))))).))..(......))))..)))...)).(((.((((((..((((.....))))..))))))))).,42,49,1,0.7368421052631579,0.1111111111111111,0.2222222222222222,0,0.4107142857142857,
68,..((....(((...((.(((((((.......))))).))...........))..)))...)).(((.((((((..((((.....))))..))))))))).,-17,-50,1,0.3157894736842105,0.16666666666666666,0.2222222222222222,1,0.5,
69,..((....(((...(((.((((((.......))))).)...........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-18,-39,1,0.3684210526315789,0.2222222222222222,0.2222222222222222,1,0.5,
70,..((....(((...((((((((.(.......).))).))..........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.631578947368421,0.2777777777777778,0.2222222222222222,0,0.5535714285714286,
71,..((....(((...((((((((((.......))))).))...(....).)))..)))...)).(((.((((((..((((.....))))..))))))))).,43,48,1,0.7894736842105263,0.1111111111111111,0.2222222222222222,0,0.5714285714285714,
72,..(.....(((...((((((((((.......))))).))..........)))..)))....).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.05263157894736842,0.1111111111111111,0.2222222222222222,1,0.5892857142857143,
73,..((.....((...((((((((((.......))))).))..........)))..))....)).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.05263157894736842,0.16666666666666666,0.2222222222222222,1,0.6428571428571429,
74,..((....(((...(.((((((((.......))))).))..........).)..)))...)).(((.((((((..((((.....))))..))))))))).,-16,-51,1,0.2631578947368421,0.16666666666666666,0.2222222222222222,0,0.6964285714285714,
75,..((....(((...((((((.(((.......))).).))..........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.5263157894736842,0.3888888888888889,0.2222222222222222,0,0.875,
76,..((....(((...(((((((.((.......)).)).))..........)))..)))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.5789473684210527,0.3333333333333333,0.2222222222222222,0,0.9821428571428572,
77,..((....(.(...((((((((((.......))))).))..........)))..).)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.10526315789473684,0.16666666666666666,0.2222222222222222,0,1.0,
78,..((....((....(((((((((.........)))).))..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.5555555555555556,0.29411764705882354,0.17647058823529413,1,0.0,
79,..((....((....((((((((((.......))))).))..........)))...))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.7222222222222222,0.058823529411764705,0.17647058823529413,1,0.0727272727272727,
80,..((....((....(((((.((((.......))))..))..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.3333333333333333,0.4117647058823529,0.17647058823529413,1,0.18181818181818182,
81,..((....((....((((.(((((.......)))))..)..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-19,-38,1,0.2777777777777778,0.29411764705882354,0.17647058823529413,1,0.3454545454545454,<-- taken
82,..((....((.....(((((((((.......))))).))..........))....))...)).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.05555555555555555,0.17647058823529413,0.17647058823529413,1,0.3636363636363636,
83,...(....((....((((((((((.......))))).))..........)))...))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.2222222222222222,0.11764705882352941,0.17647058823529413,1,0.39999999999999997,
84,..((....((....((((((((((.......))))).))..(......))))...))...)).(((.((((((..((((.....))))..))))))))).,42,49,1,0.6111111111111112,0.11764705882352941,0.17647058823529413,0,0.41818181818181815,
85,..((....(.....((((((((((.......))))).))..........)))....)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.05555555555555555,0.11764705882352941,0.17647058823529413,1,0.4727272727272727,
86,..((....((....((.(((((((.......))))).))...........))...))...)).(((.((((((..((((.....))))..))))))))).,-17,-50,1,0.16666666666666666,0.17647058823529413,0.17647058823529413,1,0.509090909090909,
87,..((....((....(((.((((((.......))))).)...........)))...))...)).(((.((((((..((((.....))))..))))))))).,-18,-39,1,0.2222222222222222,0.23529411764705882,0.17647058823529413,1,0.509090909090909,
88,..((....((....((((((((.(.......).))).))..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.5,0.29411764705882354,0.17647058823529413,0,0.5636363636363637,
89,..((....((....((((((((((.......))))).))...(....).)))...))...)).(((.((((((..((((.....))))..))))))))).,43,48,1,0.6666666666666666,0.11764705882352941,0.17647058823529413,0,0.5818181818181818,
90,..(.....((....((((((((((.......))))).))..........)))...))....).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.16666666666666666,0.11764705882352941,0.17647058823529413,1,0.6000000000000001,
91,..((.....(....((((((((((.......))))).))..........)))...)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.1111111111111111,0.11764705882352941,0.17647058823529413,1,0.6545454545454545,
92,..((....((....(.((((((((.......))))).))..........).)...))...)).(((.((((((..((((.....))))..))))))))).,-16,-51,1,0.1111111111111111,0.17647058823529413,0.17647058823529413,0,0.709090909090909,
93,..((....((....((((((.(((.......))).).))..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.3888888888888889,0.4117647058823529,0.17647058823529413,0,0.8909090909090909,
94,..((....((....(((((((.((.......)).)).))..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.4444444444444444,0.35294117647058826,0.17647058823529413,0,1.0,
95,..((....((....(((..(((((.......))))).............)))...))...)).(((.((((((..((((.....))))..))))))))).,-18,-39,1,0.058823529411764705,0.1875,0.25,0,0.0,<-- taken
96,..((....((....((((..((((.......))))...)..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.058823529411764705,0.375,0.25,1,0.3820224719101124,
97,..((....((....((((.((((.........))))..)..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.29411764705882354,0.3125,0.25,1,0.3820224719101124,
98,..((....((....((((.(((((.......)))))..)..........)))...))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.47058823529411764,0.0625,0.25,1,0.4269662921348315,
99,..((....((.....(((.(((((.......)))))..)..........))....))...)).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.23529411764705882,0.1875,0.25,1,0.6067415730337079,
100,...(....((....((((.(((((.......)))))..)..........)))...))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.47058823529411764,0.125,0.25,1,0.6292134831460674,
101,..((....((....((((.(((((.......)))))..)..(......))))...))...)).(((.((((((..((((.....))))..))))))))).,42,49,1,0.35294117647058826,0.125,0.25,0,0.6404494382022472,
102,..((....(.....((((.(((((.......)))))..)..........)))....)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.29411764705882354,0.125,0.25,1,0.6741573033707866,
103,..((....((....((.(.(((((.......)))))..)...........))...))...)).(((.((((((..((((.....))))..))))))))).,-17,-50,1,0.11764705882352941,0.1875,0.25,1,0.6966292134831461,
104,..((....((....((((.(((.(.......).)))..)..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.23529411764705882,0.3125,0.25,0,0.7303370786516854,
105,..((....((....((((.(((((.......)))))..)...(....).)))...))...)).(((.((((((..((((.....))))..))))))))).,43,48,1,0.4117647058823529,0.125,0.25,0,0.7415730337078652,
106,..(.....((....((((.(((((.......)))))..)..........)))...))....).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.4117647058823529,0.125,0.25,1,0.752808988764045,
107,..((.....(....((((.(((((.......)))))..)..........)))...)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.35294117647058826,0.125,0.25,1,0.7865168539325844,
108,..((....((....(.((.(((((.......)))))..)..........).)...))...)).(((.((((((..((((.....))))..))))))))).,-16,-51,1,0.17647058823529413,0.1875,0.25,0,0.8202247191011236,
109,..((....((....((((.(.(((.......))).)..)..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.11764705882352941,0.375,0.25,0,0.9325842696629214,
110,..((....((....((((.((.((.......)).))..)..........)))...))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.17647058823529413,0.3125,0.25,0,1.0,
111,..((....((....(((...((((.......))))..............)))...))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.0625,0.3333333333333333,0.13333333333333333,1,0.0,
112,..((....((....(((..((((.........)))).............)))...))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.3125,0.3333333333333333,0.13333333333333333,1,0.01785714285714285,
113,..((....((....(((..(((((.......))))).............)))...))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.5,0.06666666666666667,0.13333333333333333,1,0.08928571428571427,
114,..((....((.....((..(((((.......))))).............))....))...)).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.1875,0.2,0.13333333333333333,1,0.375,
115,...(....((....(((..(((((.......))))).............)))...))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.4375,0.13333333333333333,0.13333333333333333,1,0.4107142857142857,
116,..((....(.....(((..(((((.......))))).............)))....)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,1,0.25,0.13333333333333333,0.13333333333333333,1,0.4821428571428571,
117,..((....((....(((..(((((.......))))).....(......))))...))...)).(((.((((((..((((.....))))..))))))))).,42,49,1,0.375,0.13333333333333333,0.13333333333333333,0,0.5535714285714285,
118,..((....((....(((..(((.(.......).))).............)))...))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.25,0.3333333333333333,0.13333333333333333,0,0.5714285714285714,
119,..((....((....((...(((((.......)))))..............))...))...)).(((.((((((..((((.....))))..))))))))).,-17,-50,1,0.0625,0.2,0.13333333333333333,1,0.5892857142857142,<-- taken
120,..(.....((....(((..(((((.......))))).............)))...))....).(((.((((((..((((.....))))..))))))))).,-4,-61,1,0.375,0.13333333333333333,0.13333333333333333,1,0.6071428571428571,
121,..((.....(....(((..(((((.......))))).............)))...)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,1,0.3125,0.13333333333333333,0.13333333333333333,1,0.6607142857142857,
122,..((....((....(.(..(((((.......))))).............).)...))...)).(((.((((((..((((.....))))..))))))))).,-16,-51,1,0.125,0.2,0.13333333333333333,0,0.7142857142857142,
123,..((....((....(((..(((((.......)))))......(....).)))...))...)).(((.((((((..((((.....))))..))))))))).,43,48,1,0.4375,0.13333333333333333,0.13333333333333333,0,0.7142857142857142,
124,..((....((....(((..(.(((.......))).).............)))...))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.125,0.3333333333333333,0.13333333333333333,0,0.8928571428571428,
125,..((....((....(((..((.((.......)).)).............)))...))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.1875,0.3333333333333333,0.13333333333333333,0,1.0,
126,..((....((....((....((((.......))))...............))...))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.0625,0.3333333333333333,0.13333333333333333,1,0.0,
127,..((....((....((...((((.........))))..............))...))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.3125,0.3333333333333333,0.13333333333333333,1,0.03508771929824564,
128,..((....((....(....(((((.......)))))...............)...))...)).(((.((((((..((((.....))))..))))))))).,-16,-51,1,0.0625,0.13333333333333333,0.13333333333333333,1,0.10526315789473684,<-- taken
129,..((....((....((...(((((.......)))))..............))...))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.5625,0.06666666666666667,0.13333333333333333,1,0.10526315789473684,
130,..((....((....((...(((((.......)))))....(........)))...))...)).(((.((((((..((((.....))))..))))))))).,41,50,1,0.375,0.2,0.13333333333333333,0,0.22807017543859653,
131,..((....((.....(...(((((.......)))))..............)....))...)).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.125,0.13333333333333333,0.13333333333333333,1,0.3859649122807018,
132,...(....((....((...(((((.......)))))..............))...))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,1,0.375,0.13333333333333333,0.13333333333333333,1,0.4210526315789474,
133,..((....((....((...(((((.......))))).....(......).))...))...)).(((.((((((..((((.....))))..))))))))).,42,49,1,0.4375,0.2,0.13333333333333333,0,0.43859649122807015,
134,..((....(.....((...(((((.......)))))..............))....)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.1875,0.13333333333333333,0.13333333333333333,1,0.4912280701754386,
135,..((....((....((...(((.(.......).)))..............))...))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.25,0.3333333333333333,0.13333333333333333,0,0.5789473684210527,
136,..((....((....((...(((((.......)))))......(....)..))...))...)).(((.((((((..((((.....))))..))))))))).,43,48,0,0.5,0.2,0.13333333333333333,0,0.5964912280701755,
137,..(.....((....((...(((((.......)))))..............))...))....).(((.((((((..((((.....))))..))))))))).,-4,-61,0,0.3125,0.13333333333333333,0.13333333333333333,1,0.6140350877192984,
138,..((.....(....((...(((((.......)))))..............))...)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.25,0.13333333333333333,0.13333333333333333,1,0.6666666666666667,
139,..((....((....((...(.(((.......))).)..............))...))...)).(((.((((((..((((.....))))..))))))))).,-21,-35,0,0.125,0.3333333333333333,0.13333333333333333,0,0.894736842105263,
140,..((....((....((...((.((.......)).))..............))...))...)).(((.((((((..((((.....))))..))))))))).,-22,-34,0,0.1875,0.3333333333333333,0.13333333333333333,0,1.0,
141,..((....((.........(((((.......)))))...................))...)).(((.((((((..((((.....))))..))))))))).,-15,-52,1,0.06666666666666667,0.07142857142857142,0.07142857142857142,0,0.0,<-- taken
142,..((....((....(.....((((.......))))................)...))...)).(((.((((((..((((.....))))..))))))))).,-20,-36,1,0.06666666666666667,0.35714285714285715,0.07142857142857142,1,0.35955056179775285,
143,..((....((....(....((((.........))))...............)...))...)).(((.((((((..((((.....))))..))))))))).,-24,-32,0,0.3333333333333333,0.35714285714285715,0.07142857142857142,1,0.3820224719101124,
144,..((....((....(....(((((.......)))))...............)...))...))..((.((((((..((((.....))))..))))))))..,-64,-99,0,0.6,0.07142857142857142,0.07142857142857142,1,0.4269662921348315,
145,..((....((....(....(((((.......)))))....(........).)...))...)).(((.((((((..((((.....))))..))))))))).,41,50,1,0.4,0.21428571428571427,0.07142857142857142,0,0.4831460674157304,
146,..((....((....(....(((((.......))))).....(......)..)...))...)).(((.((((((..((((.....))))..))))))))).,42,49,0,0.4666666666666667,0.21428571428571427,0.07142857142857142,0,0.6179775280898877,
147,...(....((....(....(((((.......)))))...............)...))...)..(((.((((((..((((.....))))..))))))))).,-3,-62,0,0.3333333333333333,0.14285714285714285,0.07142857142857142,1,0.6292134831460674,
148,..((....(.....(....(((((.......)))))...............)....)...)).(((.((((((..((((.....))))..))))))))).,-10,-56,0,0.13333333333333333,0.14285714285714285,0.07142857142857142,1,0.6741573033707866,
149,..((....((....(....(((((.......)))))......(....)...)...))...)).(((.((((((..((((.....))))..))))))))).,43,48,0,0.5333333333333333,0.21428571428571427,0.07142857142857142,0,0.7191011235955056,
150,..((....((....(....(((.(.......).)))...............)...))...)).(((.((((((..((((.....))))..))))))))).,-23,-33,0,0.26666666666666666,0.35714285714285715,0.07142857142857142,0,0.7303370786516854,
151,..(.....((....(....(((((.......)))))...............)...))....).(((.((((((..((((.....))))..))))))))).,-4,-61,0,0.26666666666666666,0.14285714285714285,0.07142857142857142,1,0.752808988764045,
152,..((.....(....(....(((((.......)))))...............)...)....)).(((.((((((..((((.....))))..))))))))).,-9,-57,0,0.2,0.14285714285714285,0.07142857142857142,1,0.7865168539325844,
